merchant_id,merchant_name,category,region,integration_type,years_on_visa,avg_monthly_volume_k,monthly_txn_count,avg_txn_size,dispute_rate_pct,support_tickets_monthly,volume_trend_pct,churn_label
1036,Direct Payments 1036,Entertainment,MEA,Semi-integrated,2.8,123.3,228,540.79,0.37,7,17.9,0
1037,Prime Commerce 1037,Services,MEA,Semi-integrated,10.8,156.5,129,1213.18,0.08,12,-18.7,0
1038,Direct Hub 1038,Retail,North America,Integrated,2.7,86.1,90,956.67,0.37,16,20.3,1
1039,Prime Pay 1039,eCommerce,Europe,Integrated,10.7,149.4,157,951.59,0.62,11,28.5,0
1040,Express Shop 1040,Entertainment,North America,Semi-integrated,9.3,4448.3,8896,500.03,0.37,2,14.4,0
1041,Peak Pay 1041,Entertainment,Europe,Integrated,3.3,238.3,394,604.82,0.35,12,20.0,0
1042,Express Market 1042,Services,Europe,Manual,2.2,1277.6,1876,681.02,0.94,5,5.8,1
1043,Prime Market 1043,eCommerce,Europe,Semi-integrated,4.1,206.3,390,528.97,2.03,0,25.8,0
1044,Direct Payments 1044,eCommerce,Asia Pacific,Integrated,5.1,1926.3,5634,341.91,0.39,3,9.3,0
1045,Swift Pay 1045,Entertainment,North America,Semi-integrated,3.3,158.1,203,778.82,1.65,17,-15.0,1
1046,Express Market 1046,Retail,MEA,Manual,12.0,702.7,1265,555.49,0.63,7,24.4,0
1047,Swift Commerce 1047,Restaurant,LAC,Integrated,3.1,716.2,1218,588.01,0.67,3,-24.7,1
1048,Express Market 1048,Travel,LAC,Semi-integrated,10.1,8000.0,18332,436.4,0.15,2,13.7,0
1049,Direct Hub 1049,Entertainment,North America,Manual,2.3,1607.8,3739,430.01,0.41,11,0.3,1
1050,Smart Shop 1050,Retail,LAC,Integrated,11.8,290.0,673,430.91,0.21,13,-1.0,0
1051,Swift Trade 1051,Travel,MEA,Manual,3.1,1735.5,1742,996.27,0.31,6,11.4,0
1052,Prime Shop 1052,eCommerce,North America,Integrated,5.3,8000.0,12981,616.29,0.05,1,-6.2,0
1053,Express Shop 1053,Travel,LAC,Semi-integrated,6.9,67.9,171,397.08,0.4,6,18.2,0
1054,Direct Trade 1054,Services,Europe,Semi-integrated,1.9,204.5,297,688.55,0.29,11,9.1,0
1055,Peak Commerce 1055,Retail,LAC,Semi-integrated,9.9,477.4,1413,337.86,0.35,2,-4.3,0
1056,Swift Trade 1056,Services,Asia Pacific,Integrated,3.7,371.0,523,709.37,0.14,4,34.8,0
1057,Direct Shop 1057,eCommerce,MEA,Semi-integrated,6.8,417.4,728,573.35,0.05,0,12.1,0
1058,Global Market 1058,Entertainment,North America,Integrated,6.8,107.1,180,595.0,0.55,8,20.6,0
1059,Prime Hub 1059,eCommerce,Europe,Integrated,7.4,4748.3,7522,631.25,0.05,3,36.3,0
1060,Global Market 1060,Restaurant,Europe,Integrated,1.1,90.8,237,383.12,0.09,3,36.0,0
1061,Express Hub 1061,Entertainment,Europe,Semi-integrated,2.4,502.6,446,1126.91,0.29,2,19.6,0
1062,Swift Hub 1062,Entertainment,Europe,Integrated,2.4,2876.0,5519,521.11,0.48,13,1.9,1
1063,Direct Market 1063,Retail,Europe,Integrated,4.0,637.6,1304,488.96,0.14,8,-20.6,0
1064,Smart Market 1064,Entertainment,North America,Manual,2.2,168.8,443,381.04,0.05,17,12.1,1
1065,Global Trade 1065,Entertainment,LAC,Integrated,11.1,100.7,203,496.06,0.37,7,29.9,0
1066,Global Pay 1066,eCommerce,Asia Pacific,Integrated,6.4,482.0,1397,345.03,1.52,3,15.1,0
1067,Peak Payments 1067,Services,MEA,Integrated,7.7,230.5,617,373.58,0.51,3,-45.0,0
1068,Digital Pay 1068,Travel,LAC,Integrated,4.6,886.5,1216,729.03,0.38,17,25.4,1
1069,Direct Pay 1069,eCommerce,North America,Semi-integrated,3.7,93.5,247,378.54,0.13,10,26.6,0
1070,Digital Transact 1070,Retail,North America,Integrated,6.3,2076.1,6012,345.33,0.59,5,2.0,0
1071,Direct Payments 1071,Entertainment,Asia Pacific,Integrated,3.9,781.9,893,875.59,0.05,11,27.8,0
1072,Swift Payments 1072,Restaurant,Asia Pacific,Manual,4.5,867.6,1757,493.8,1.05,10,20.6,0
1073,Global Transact 1073,Entertainment,Europe,Semi-integrated,5.7,5001.6,6024,830.28,2.09,2,-5.7,1
1074,Prime Market 1074,Travel,LAC,Semi-integrated,6.3,360.4,765,471.11,1.09,12,33.4,0
1075,Peak Shop 1075,eCommerce,Asia Pacific,Manual,11.8,240.8,176,1368.18,0.05,2,-17.3,0
1076,Swift Pay 1076,Retail,LAC,Manual,3.1,308.9,721,428.43,0.48,3,6.9,0
1077,Peak Market 1077,Entertainment,North America,Integrated,6.1,508.0,787,645.49,1.14,12,4.9,0
1078,Prime Market 1078,Retail,MEA,Semi-integrated,2.2,585.6,1152,508.33,1.07,8,-8.5,1
1079,Prime Transact 1079,eCommerce,Europe,Semi-integrated,4.5,207.9,117,1776.92,0.05,3,14.1,0
1080,Prime Pay 1080,Services,Asia Pacific,Integrated,8.7,39.2,87,450.57,0.54,1,34.2,0
1081,Digital Commerce 1081,Services,Asia Pacific,Integrated,2.5,303.3,527,575.52,1.42,10,33.0,0
1082,Express Payments 1082,Services,MEA,Integrated,7.2,1100.8,2271,484.72,0.66,12,22.5,0
1083,Express Commerce 1083,Services,Europe,Semi-integrated,5.3,804.9,1037,776.18,1.72,3,-25.9,1
1084,Prime Hub 1084,Travel,Europe,Semi-integrated,1.1,3566.6,3083,1156.86,0.76,7,-18.7,1
1085,Swift Market 1085,Restaurant,Europe,Semi-integrated,11.2,8000.0,12708,629.52,0.91,6,11.3,0
1086,Swift Commerce 1086,Services,Europe,Integrated,5.3,1925.7,5507,349.68,0.32,16,7.3,1
1087,Global Hub 1087,Entertainment,North America,Integrated,9.5,4607.9,4928,935.04,1.93,14,-2.0,0
1088,Digital Transact 1088,Services,North America,Integrated,5.3,1945.9,4260,456.78,0.62,4,46.1,0
1089,Direct Trade 1089,Travel,Europe,Semi-integrated,11.3,7287.1,4551,1601.21,1.19,9,10.1,0
1090,Smart Shop 1090,Retail,Asia Pacific,Manual,3.8,8000.0,18361,435.71,0.05,16,18.8,1
1091,Express Market 1091,Travel,Europe,Manual,5.2,2519.0,2761,912.35,1.46,6,27.8,0
1092,Smart Payments 1092,eCommerce,Europe,Manual,9.2,1788.1,2912,614.05,0.24,2,9.1,0
1093,Swift Shop 1093,Services,LAC,Manual,4.5,499.0,708,704.8,0.07,5,59.8,0
1094,Direct Transact 1094,eCommerce,Europe,Manual,4.7,627.7,490,1281.02,0.28,10,-10.8,1
1095,Smart Market 1095,Restaurant,MEA,Integrated,11.9,414.5,565,733.63,0.36,17,-4.1,0
1096,Global Market 1096,Retail,LAC,Integrated,6.9,1587.2,2182,727.41,0.38,5,-10.9,0
1097,Global Commerce 1097,Services,North America,Integrated,8.4,242.6,437,555.15,0.13,1,39.3,0
1098,Peak Trade 1098,Entertainment,Europe,Integrated,7.9,509.0,1491,341.38,0.09,3,24.0,0
1099,Global Market 1099,Retail,North America,Integrated,10.0,24.6,50,492.0,0.46,7,-2.9,0
1100,Direct Hub 1100,eCommerce,Europe,Integrated,10.4,7422.9,20680,358.94,0.07,1,-9.3,0
1101,Express Market 1101,eCommerce,Europe,Manual,7.0,488.5,807,605.33,1.05,0,35.7,0
1102,Digital Shop 1102,eCommerce,North America,Integrated,3.9,1258.7,967,1301.65,0.89,11,15.2,0
1103,Prime Market 1103,Services,North America,Manual,0.8,5120.0,5505,930.06,0.65,14,36.2,0
1104,Prime Payments 1104,Retail,Asia Pacific,Semi-integrated,7.6,1012.7,1538,658.45,0.31,4,6.8,0
1105,Peak Trade 1105,Restaurant,LAC,Semi-integrated,10.0,5024.5,6599,761.4,0.05,9,18.2,0
1106,Express Shop 1106,Restaurant,Europe,Semi-integrated,5.7,116.9,311,375.88,0.15,10,14.0,0
1107,Global Market 1107,Restaurant,MEA,Integrated,2.4,8000.0,17572,455.27,0.05,12,-4.5,0
1108,Global Payments 1108,Services,Europe,Semi-integrated,3.8,3047.1,5928,514.02,0.21,17,5.1,1
1109,Peak Pay 1109,Services,MEA,Integrated,6.4,891.5,1540,578.9,1.13,15,-15.7,0
1110,Digital Transact 1110,Retail,Europe,Manual,10.1,4890.8,7302,669.79,0.09,5,17.9,0
1111,Express Payments 1111,Travel,Asia Pacific,Integrated,2.5,129.5,262,494.27,1.48,17,23.2,1
1112,Digital Market 1112,Restaurant,LAC,Integrated,7.5,444.1,360,1233.61,0.29,0,27.8,0
1113,Swift Payments 1113,Restaurant,North America,Semi-integrated,9.2,5023.8,4553,1103.4,0.05,17,21.3,0
1114,Direct Payments 1114,Restaurant,MEA,Semi-integrated,11.3,48.7,61,798.36,0.06,2,5.4,0
1115,Digital Commerce 1115,Restaurant,Europe,Integrated,1.8,1457.7,1352,1078.18,0.51,2,39.0,0
1116,Prime Market 1116,eCommerce,Asia Pacific,Semi-integrated,11.2,1401.1,3072,456.09,0.5,2,25.8,0
1117,Global Shop 1117,Services,LAC,Integrated,7.4,8000.0,4495,1779.76,0.29,2,35.8,0
1118,Express Trade 1118,Travel,LAC,Semi-integrated,9.3,72.5,65,1115.38,0.05,8,37.0,0
1119,Prime Transact 1119,Entertainment,North America,Integrated,1.1,6332.7,17456,362.78,0.64,11,5.5,0
1120,Digital Shop 1120,eCommerce,MEA,Integrated,6.3,303.9,909,334.32,0.33,13,15.8,0
1121,Peak Market 1121,Retail,LAC,Integrated,7.7,355.7,611,582.16,0.1,0,23.5,0
1122,Express Commerce 1122,Retail,MEA,Integrated,4.0,120.2,208,577.88,0.09,5,-15.0,0
1123,Express Commerce 1123,Restaurant,Asia Pacific,Integrated,5.5,145.0,352,411.93,0.25,2,-14.5,0
1124,Peak Pay 1124,Restaurant,LAC,Integrated,6.9,1170.2,690,1695.94,0.11,2,-18.0,0
1125,Swift Commerce 1125,Services,Asia Pacific,Integrated,6.9,140.2,219,640.18,0.89,13,5.8,0
1126,Direct Commerce 1126,Services,MEA,Integrated,1.0,1875.1,1405,1334.59,0.47,11,1.3,0
1127,Direct Transact 1127,Services,MEA,Semi-integrated,5.6,262.9,394,667.26,0.85,3,-20.7,0
1128,Express Transact 1128,Travel,MEA,Integrated,3.0,121.7,360,338.06,0.77,5,11.0,0
1129,Swift Commerce 1129,Travel,Asia Pacific,Semi-integrated,11.0,317.7,757,419.68,1.55,16,6.1,1
1130,Express Transact 1130,Travel,LAC,Manual,11.7,1065.7,3157,337.57,0.25,10,31.6,0
1131,Smart Pay 1131,eCommerce,Europe,Integrated,3.9,451.1,1066,423.17,0.26,4,48.3,0
1132,Prime Shop 1132,Entertainment,Asia Pacific,Manual,2.5,697.8,1409,495.24,0.34,16,17.1,1
1133,Digital Hub 1133,Entertainment,LAC,Integrated,3.0,1762.9,4205,419.24,0.19,3,-5.9,0
1134,Direct Transact 1134,Entertainment,North America,Integrated,6.0,3027.2,6501,465.65,0.41,5,20.9,0
1135,Direct Commerce 1135,Travel,LAC,Semi-integrated,10.6,430.9,715,602.66,0.65,12,8.2,0
1136,Express Market 1136,Retail,North America,Semi-integrated,6.3,154.2,189,815.87,0.32,9,3.2,0
1137,Prime Payments 1137,Entertainment,Asia Pacific,Semi-integrated,1.1,739.9,1332,555.48,0.98,1,-9.2,0
1138,Direct Pay 1138,eCommerce,Asia Pacific,Integrated,1.0,1285.5,1473,872.71,0.22,14,-1.3,1
1139,Express Hub 1139,Entertainment,Asia Pacific,Semi-integrated,3.1,86.1,147,585.71,0.05,4,4.4,0
1140,Digital Shop 1140,Travel,Asia Pacific,Integrated,10.2,191.2,165,1158.79,1.55,12,24.1,0
1141,Swift Commerce 1141,Services,Asia Pacific,Integrated,7.6,243.0,464,523.71,1.02,6,18.2,0
1142,Direct Transact 1142,eCommerce,Asia Pacific,Integrated,7.0,497.2,553,899.1,0.52,13,44.5,0
1143,Express Payments 1143,Services,Asia Pacific,Manual,4.2,229.2,282,812.77,0.12,16,21.5,1
1144,Digital Shop 1144,Services,Asia Pacific,Integrated,11.2,1789.8,3127,572.37,0.14,13,16.5,0
1145,Peak Hub 1145,Restaurant,LAC,Semi-integrated,4.3,70.3,63,1115.87,0.79,16,1.9,1
1146,Express Hub 1146,eCommerce,Asia Pacific,Semi-integrated,10.1,72.8,211,345.02,2.52,9,-12.7,1
1147,Digital Pay 1147,Travel,LAC,Semi-integrated,10.8,416.8,674,618.4,0.72,1,-3.4,0
1148,Global Commerce 1148,Entertainment,MEA,Semi-integrated,6.1,520.1,718,724.37,0.93,9,-6.0,0
1149,Prime Market 1149,Entertainment,MEA,Manual,10.8,86.8,50,1736.0,0.17,8,-43.2,1
1150,Global Transact 1150,Services,North America,Integrated,3.7,284.4,741,383.81,0.8,12,-12.2,0
1151,Express Transact 1151,eCommerce,LAC,Integrated,8.1,379.4,783,484.55,0.27,4,40.0,0
1152,Smart Market 1152,Travel,Europe,Semi-integrated,1.5,383.5,590,650.0,1.19,12,15.4,1
1153,Smart Hub 1153,eCommerce,North America,Integrated,6.0,822.7,916,898.14,0.65,7,0.5,0
1154,Direct Market 1154,Services,LAC,Integrated,3.0,263.4,622,423.47,0.28,12,16.0,0
1155,Smart Trade 1155,Restaurant,North America,Integrated,1.2,5265.7,15079,349.21,0.59,7,-31.1,1
1156,Smart Trade 1156,Travel,MEA,Integrated,0.5,1317.5,1913,688.71,0.22,6,13.6,0
1157,Global Commerce 1157,Retail,LAC,Integrated,4.2,214.9,179,1200.56,0.09,3,33.5,0
1158,Express Pay 1158,Services,MEA,Integrated,7.3,759.2,586,1295.56,1.18,14,5.6,0
1159,Global Pay 1159,eCommerce,LAC,Manual,5.7,791.3,408,1939.46,0.59,1,-27.4,0
1160,Direct Hub 1160,eCommerce,MEA,Integrated,4.0,3643.2,8597,423.78,0.17,4,-0.3,0
1161,Swift Market 1161,Travel,North America,Manual,11.9,287.0,847,338.84,0.11,7,33.6,0
1162,Peak Trade 1162,eCommerce,MEA,Manual,11.3,1947.4,5807,335.35,0.48,2,13.2,0
1163,Direct Shop 1163,Services,North America,Integrated,1.9,705.3,1735,406.51,0.05,16,-20.4,1
1164,Peak Shop 1164,Travel,Europe,Semi-integrated,5.3,5367.9,4860,1104.51,0.13,6,55.4,0
1165,Direct Hub 1165,Travel,North America,Semi-integrated,8.0,4053.1,11933,339.65,0.25,4,-17.1,0
1166,Digital Shop 1166,Retail,Asia Pacific,Semi-integrated,8.9,876.4,1156,758.13,0.99,4,3.1,0
1167,Swift Payments 1167,Retail,LAC,Integrated,4.7,460.7,614,750.33,0.24,3,-12.7,0
1168,Direct Shop 1168,eCommerce,Europe,Integrated,9.1,1351.9,2998,450.93,1.01,11,-12.7,0
1169,Global Commerce 1169,Services,MEA,Integrated,1.9,516.7,321,1609.66,1.1,8,-1.0,1
1170,Peak Commerce 1170,Services,LAC,Semi-integrated,4.3,6991.4,17928,389.97,1.58,4,20.7,0
1171,Swift Pay 1171,Travel,LAC,Manual,8.7,742.4,2222,334.11,0.3,15,33.8,1
1172,Smart Payments 1172,Travel,MEA,Semi-integrated,7.7,376.9,918,410.57,0.07,11,0.3,0
1173,Peak Market 1173,eCommerce,Asia Pacific,Semi-integrated,10.1,349.5,857,407.82,0.28,7,-12.2,0
1174,Peak Shop 1174,Restaurant,Europe,Manual,1.0,121.7,179,679.89,0.51,9,17.6,0
1175,Swift Commerce 1175,Retail,MEA,Semi-integrated,2.5,1449.8,963,1505.5,0.56,11,18.2,0
1176,Direct Transact 1176,eCommerce,Asia Pacific,Integrated,1.1,211.0,523,403.44,0.12,2,12.8,0
1177,Digital Trade 1177,Restaurant,LAC,Manual,2.7,3094.6,6167,501.8,0.27,14,13.5,1
1178,Direct Transact 1178,Restaurant,Europe,Integrated,0.5,108.8,301,361.46,0.18,4,5.7,0
1179,Smart Hub 1179,Restaurant,Europe,Integrated,6.3,794.8,627,1267.62,0.53,0,10.0,0
1180,Global Commerce 1180,Retail,North America,Semi-integrated,6.6,3328.6,4203,791.96,0.2,9,4.4,0
1181,Smart Commerce 1181,Travel,Europe,Manual,8.1,32.7,50,654.0,0.15,15,29.4,1
1182,Prime Transact 1182,Services,North America,Integrated,4.9,8000.0,17665,452.87,0.42,13,52.6,0
1183,Direct Market 1183,Entertainment,LAC,Integrated,0.5,366.7,905,405.19,0.21,5,11.6,0
1184,Direct Payments 1184,eCommerce,North America,Integrated,8.2,810.4,2352,344.56,0.05,7,7.9,0
1185,Direct Trade 1185,eCommerce,LAC,Integrated,1.1,1480.3,1833,807.58,0.9,10,13.1,0
1186,Prime Commerce 1186,Restaurant,MEA,Integrated,10.5,1838.3,3187,576.81,0.1,4,-5.2,0
1187,Prime Hub 1187,Retail,LAC,Semi-integrated,0.8,976.0,558,1749.1,0.05,14,23.3,0
1188,Direct Commerce 1188,Travel,Asia Pacific,Manual,6.6,2687.4,3043,883.14,0.39,5,16.8,0
1189,Direct Payments 1189,Travel,North America,Integrated,10.8,1375.7,1974,696.91,0.15,3,-0.4,0
1190,Direct Shop 1190,Retail,MEA,Integrated,7.1,7826.2,15531,503.91,0.05,1,26.0,0
1191,Global Payments 1191,eCommerce,North America,Integrated,7.5,1382.0,2317,596.46,0.26,12,8.4,0
1192,Prime Commerce 1192,Restaurant,LAC,Integrated,8.3,8000.0,11289,708.65,0.22,0,-11.4,0
1193,Digital Hub 1193,Restaurant,LAC,Semi-integrated,1.9,2348.4,4838,485.41,2.13,14,15.0,1
1194,Smart Hub 1194,Entertainment,North America,Semi-integrated,8.3,53.1,136,390.44,1.17,17,12.7,1
1195,Express Transact 1195,Travel,LAC,Semi-integrated,10.6,8000.0,8833,905.69,0.58,2,27.2,0
1196,Direct Transact 1196,Travel,North America,Integrated,11.7,297.6,403,738.46,0.43,1,24.6,0
1197,Peak Payments 1197,Entertainment,Europe,Semi-integrated,5.6,5397.9,12211,442.05,1.01,16,5.8,1
1198,Global Transact 1198,Services,MEA,Integrated,4.5,690.6,1688,409.12,0.85,2,-1.4,0
1199,Express Transact 1199,Entertainment,MEA,Integrated,9.2,2938.1,7531,390.13,0.32,7,8.0,0
1200,Smart Transact 1200,Travel,Europe,Manual,6.7,253.7,259,979.54,1.08,15,15.3,1
1201,Swift Trade 1201,Services,MEA,Semi-integrated,3.5,1597.3,2952,541.09,0.61,2,17.7,0
1202,Peak Transact 1202,eCommerce,MEA,Manual,2.5,466.6,1283,363.68,1.95,11,14.0,0
1203,Direct Pay 1203,Services,LAC,Manual,2.5,6066.9,8978,675.75,0.5,6,6.2,1
1204,Swift Hub 1204,Entertainment,North America,Semi-integrated,5.8,1229.2,1935,635.25,1.03,7,27.9,0
1205,Global Pay 1205,Travel,Europe,Manual,2.5,2465.9,7304,337.61,1.88,16,-5.5,1
1206,Digital Pay 1206,Services,LAC,Integrated,0.7,32.1,50,642.0,1.46,11,57.6,1
1207,Global Hub 1207,Travel,MEA,Integrated,1.1,590.0,1335,441.95,0.95,5,23.3,0
1208,Global Pay 1208,Entertainment,MEA,Integrated,11.2,1181.8,3102,380.98,0.83,16,-14.5,1
1209,Peak Commerce 1209,Restaurant,Asia Pacific,Integrated,1.3,909.7,797,1141.41,0.55,10,11.7,0
1210,Swift Transact 1210,Services,Europe,Integrated,1.3,2554.5,5839,437.49,0.54,1,23.5,0
1211,Smart Trade 1211,Travel,MEA,Integrated,5.7,398.5,667,597.45,0.13,7,1.0,0
1212,Global Commerce 1212,Entertainment,Europe,Semi-integrated,3.3,712.2,1874,380.04,0.46,4,-21.9,0
1213,Prime Shop 1213,eCommerce,Europe,Semi-integrated,11.6,3476.3,9624,361.21,0.39,11,-12.8,1
1214,Peak Commerce 1214,Services,MEA,Semi-integrated,11.0,27.4,73,375.34,0.38,15,18.8,0
1215,Express Shop 1215,Retail,Asia Pacific,Integrated,5.2,1517.9,1003,1513.36,0.05,0,-27.1,0
1216,Prime Market 1216,Retail,Europe,Semi-integrated,5.7,416.8,997,418.05,0.25,14,-21.0,0
1217,Prime Pay 1217,Travel,North America,Integrated,4.8,185.4,519,357.23,0.7,16,18.7,1
1218,Smart Hub 1218,Entertainment,Asia Pacific,Integrated,0.9,1065.5,2187,487.2,0.3,17,3.5,0
1219,Express Payments 1219,Entertainment,MEA,Integrated,3.9,3708.7,7425,499.49,0.47,11,-5.9,1
1220,Digital Trade 1220,eCommerce,Asia Pacific,Integrated,1.9,2849.2,1745,1632.78,0.18,5,-1.9,0
1221,Swift Hub 1221,Travel,LAC,Integrated,1.7,550.5,1453,378.87,0.19,2,-21.4,0
1222,Swift Hub 1222,Travel,Europe,Semi-integrated,6.9,2266.6,1396,1623.64,0.06,17,17.7,0
1223,Peak Payments 1223,Services,LAC,Semi-integrated,1.6,2242.4,2878,779.15,0.71,7,-8.1,1
1224,Express Market 1224,Travel,LAC,Semi-integrated,1.7,588.6,1656,355.43,0.05,6,-2.7,0
1225,Smart Trade 1225,eCommerce,LAC,Integrated,6.0,252.1,724,348.2,0.14,13,14.9,0
1226,Swift Transact 1226,Services,LAC,Semi-integrated,5.6,273.3,814,335.75,0.11,12,2.9,0
1227,Global Market 1227,Retail,Asia Pacific,Semi-integrated,2.1,2149.5,3634,591.5,0.35,14,-6.1,0
1228,Smart Shop 1228,Services,Europe,Integrated,0.6,627.0,591,1060.91,0.16,15,-31.8,1
1229,Express Market 1229,Retail,LAC,Semi-integrated,2.7,153.8,264,582.58,1.13,15,15.3,0
1230,Global Shop 1230,Restaurant,MEA,Integrated,3.2,62.9,50,1258.0,0.3,3,9.6,0
1231,Express Trade 1231,Entertainment,MEA,Integrated,9.7,2131.5,5715,372.97,0.28,3,-2.3,0
1232,Global Shop 1232,Entertainment,Europe,Integrated,11.0,309.4,588,526.19,0.46,3,-12.7,0
1233,Swift Market 1233,Services,LAC,Semi-integrated,5.2,1056.3,1596,661.84,0.41,11,8.3,0
1234,Direct Commerce 1234,Entertainment,North America,Integrated,5.2,3772.9,2636,1431.3,0.06,10,17.6,0
1235,Smart Trade 1235,Travel,Asia Pacific,Integrated,8.7,106.4,160,665.0,1.17,15,10.0,0
1236,Express Shop 1236,eCommerce,Asia Pacific,Integrated,7.7,624.4,1664,375.24,0.34,15,40.8,0
1237,Digital Shop 1237,Retail,Europe,Manual,2.6,523.8,1183,442.77,1.06,14,22.1,0
1238,Express Trade 1238,Retail,MEA,Integrated,1.7,1131.9,799,1416.65,0.97,1,5.9,0
1239,Direct Trade 1239,Restaurant,MEA,Integrated,5.5,3770.0,3392,1111.44,0.35,12,22.8,0
1240,Direct Transact 1240,Retail,North America,Integrated,7.0,103.4,153,675.82,0.55,15,9.0,0
1241,Direct Payments 1241,Travel,Europe,Manual,2.1,1476.9,1112,1328.15,0.05,17,8.9,1
1242,Express Pay 1242,Entertainment,Europe,Semi-integrated,3.9,2819.0,7992,352.73,0.05,6,33.9,0
1243,Digital Hub 1243,Services,MEA,Manual,4.0,512.4,1091,469.66,0.14,13,-10.0,1
1244,Global Transact 1244,eCommerce,Asia Pacific,Integrated,3.5,548.7,404,1358.17,0.6,7,8.5,0
1245,Digital Payments 1245,Services,LAC,Integrated,5.8,1194.9,2951,404.91,0.39,2,31.8,0
1246,Prime Commerce 1246,Services,MEA,Semi-integrated,8.0,1077.9,1531,704.05,1.14,6,14.2,0
1247,Smart Payments 1247,Services,LAC,Integrated,6.4,1503.1,1671,899.52,0.38,4,0.6,0
1248,Direct Market 1248,eCommerce,North America,Semi-integrated,2.8,1459.4,2809,519.54,0.19,16,-26.1,1
1249,Smart Shop 1249,Restaurant,North America,Manual,1.7,168.2,89,1889.89,0.57,3,-37.4,1
1250,Express Payments 1250,Services,Europe,Integrated,10.0,2660.8,4426,601.17,0.16,2,49.5,0
1251,Peak Trade 1251,Restaurant,Europe,Manual,6.0,3406.7,8889,383.25,0.37,10,14.2,1
1252,Global Market 1252,eCommerce,LAC,Semi-integrated,1.2,863.1,2434,354.6,1.04,10,-3.7,1
1253,Global Trade 1253,Retail,North America,Integrated,3.5,82.1,111,739.64,1.37,10,15.0,1
1254,Digital Pay 1254,Entertainment,Europe,Integrated,9.7,566.4,1192,475.17,0.05,2,-11.0,0
1255,Swift Transact 1255,Travel,Europe,Integrated,9.1,873.2,931,937.92,0.63,8,1.4,0
1256,Global Pay 1256,Retail,North America,Semi-integrated,10.6,134.0,254,527.56,1.11,16,-10.8,1
1257,Swift Market 1257,Restaurant,North America,Integrated,7.4,401.7,455,882.86,0.05,1,-20.3,0
1258,Smart Hub 1258,Travel,North America,Integrated,5.4,92.5,178,519.66,0.35,14,-34.1,0
1259,Direct Commerce 1259,Travel,Asia Pacific,Semi-integrated,5.4,1556.5,1446,1076.42,0.1,2,-24.0,0
1260,Global Hub 1260,Entertainment,Asia Pacific,Integrated,2.7,839.1,2394,350.5,0.32,4,28.4,0
1261,Smart Market 1261,Restaurant,Asia Pacific,Integrated,8.0,66.4,180,368.89,1.57,16,-11.7,1
1262,Global Payments 1262,Services,Asia Pacific,Semi-integrated,7.2,1088.0,1460,745.21,0.15,5,18.7,0
1263,Global Commerce 1263,eCommerce,LAC,Integrated,2.3,614.5,1500,409.67,0.35,9,27.1,0
1264,Smart Payments 1264,Entertainment,MEA,Integrated,10.7,1370.6,1012,1354.35,0.93,6,8.3,0
1265,Smart Hub 1265,Restaurant,Asia Pacific,Integrated,4.7,384.5,903,425.8,0.24,11,2.0,0
1266,Direct Transact 1266,Retail,LAC,Integrated,1.1,216.6,261,829.89,0.13,7,10.7,0
1267,Direct Market 1267,Retail,LAC,Integrated,4.3,226.1,189,1196.3,0.62,7,-0.3,0
1268,Prime Trade 1268,eCommerce,LAC,Semi-integrated,10.5,313.1,687,455.75,0.3,14,32.1,0
1269,Digital Payments 1269,Services,North America,Manual,11.0,682.9,1143,597.46,0.48,9,45.5,0
1270,Prime Commerce 1270,Retail,MEA,Integrated,6.1,818.2,1493,548.02,0.43,10,37.0,0
1271,Swift Payments 1271,eCommerce,North America,Manual,11.5,509.3,917,555.4,0.06,14,-35.0,0
1272,Global Payments 1272,Retail,Asia Pacific,Semi-integrated,10.6,367.7,238,1544.96,1.69,7,-0.7,1
1273,Peak Trade 1273,Services,LAC,Semi-integrated,10.0,406.7,255,1594.9,0.35,14,8.1,0
1274,Direct Market 1274,Entertainment,Asia Pacific,Semi-integrated,10.4,8000.0,16023,499.28,0.19,12,17.3,0
1275,Swift Shop 1275,Entertainment,Europe,Semi-integrated,4.9,226.1,465,486.24,0.34,15,-26.5,0
1276,Digital Hub 1276,Entertainment,MEA,Semi-integrated,9.2,304.6,188,1620.21,0.19,8,-26.9,0
1277,Express Transact 1277,Travel,North America,Integrated,7.1,8000.0,11568,691.56,0.37,10,34.1,0
1278,Express Transact 1278,Entertainment,Europe,Semi-integrated,8.8,1199.2,2436,492.28,0.51,2,-3.2,0
1279,Global Hub 1279,Retail,MEA,Integrated,2.5,96.4,206,467.96,0.05,2,-21.7,0
1280,Smart Pay 1280,Services,LAC,Integrated,8.9,2164.1,5563,389.02,1.31,1,-14.1,0
1281,Smart Shop 1281,Entertainment,North America,Semi-integrated,11.5,186.0,288,645.83,0.06,11,15.8,0
1282,Swift Trade 1282,Entertainment,LAC,Integrated,4.0,2374.8,4442,534.62,0.09,5,-8.5,0
1283,Express Payments 1283,eCommerce,MEA,Integrated,11.8,495.0,963,514.02,1.62,5,12.8,0
1284,Global Hub 1284,Entertainment,North America,Integrated,4.9,359.3,459,782.79,0.33,10,-11.6,0
1285,Smart Payments 1285,eCommerce,Asia Pacific,Integrated,2.8,6328.6,4015,1576.24,1.77,7,-26.9,1
1286,Digital Market 1286,Retail,Asia Pacific,Semi-integrated,1.8,1469.9,750,1959.87,0.14,2,36.5,0
